"License Number","License Type","Name of Program","AddressLine1","AddressLine2","AddressLine3","City","State","Zip","County","Phone","License Status","License Holder","Capacity","Type Of License","Restrictions","Services","Licensing Authority","Initial Effective Date","Current Effective Date","Expiration Date","License Holder Lives Onsite","EmailAddress",
"1065653","Child Care Center","Mounds Park Academy","2051 Larpenteur Ave E","","","Maplewood","MN","55109-4785","Ramsey","","Active","Mounds Park Academy","20 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/09/2013","01/01/2026","12/31/2026","   ","",
"801600","Child Care Center","Mount Calvary Preschool","301 County Road 19","","","Excelsior","MN","55331     ","Hennepin","(952) 474-5542","Active","Mount Calvary Lutheran Church","97 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/01/1968","01/01/2026","12/31/2026","   ","",
"2002352","Child Care Center","Mount Carmel Ministries","800 Mount Carmel Dr NE","","","Alexandria","MN","56308     ","Douglas","(320) 460-2340","Active","MOUNT CARMEL MINISTRIES, INC.","15 ","Ages Served: Preschool","Per the State Fire Marshal, the facility does not meet requirement but may temporarily be occupied until 9/25/26 pending completion of orders.","Services: Day Program","Minnesota Department of Human Services","09/08/2026","09/08/2026","12/31/2026","   ","",
"801606","Child Care Center","Mount Olive Christian Preschool","700 Western St","","","Anoka","MN","55303-2001","Anoka","(763) 421-9048","Active","Mount Olive Evangelical Lutheran Church","68 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","04/01/1981","01/01/2026","12/31/2026","   ","",
"801602","Child Care Center","Mount Olivet Preschool","5025 Knox Ave S","","","Minneapolis","MN","55419-1015","Hennepin","(612) 926-7651","Active","Evangelical Mount Olivet Lutheran Church","60 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","08/31/1970","01/01/2026","12/31/2026","   ","",
"1083794","Child Care Center","Mountain Lake Head Start","1005 4th Ave","","","Mountain Lake","MN","56159-1455","Cottonwood","(507) 829-2949","Active","United Community Action Partnership, Inc.","19 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","01/31/2017","01/01/2026","12/31/2026","   ","",
"1054529","Child Care Center","Mt Calvary Lutheran Preschool","6541 16th Ave S","","","Minneapolis","MN","55423-1751","Hennepin","(612) 869-9441","Active","Mount Calvary Evangelical Lutheran Church","20 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/01/2009","01/01/2026","12/31/2026","   ","",
"1078594","Child Care Center","Mt Olive Lutheran Preschool","435 Bridge Ave E","","","Delano","MN","55328-8709","Wright","(763) 972-2442","Active","Mt Olive Lutheran Church","40 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","08/31/2015","01/01/2026","12/31/2026","   ","",
"801605","Child Care Center","Mt. Airy Head Start","91 Arch St E","","","Saint Paul","MN","55130-4301","Ramsey","(651) 228-3196","Active","Community Action Partnership of Ramsey and Washington Counties","100","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","02/01/1977","07/21/2026","12/31/2026","   ","",
"801607","Child Care Center","Mt. Carmel Child Care Center","1701 Saint Anthony Pkwy","","","Minneapolis","MN","55418-2268","Hennepin","","Active","Mt. Carmel Lutheran Church","27 ","Ages Served: Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","08/25/1989","01/01/2026","12/31/2026","   ","",
"1090219","Child Care Center","Mustang Munchkins Childcare Center","210 Oak St","","","Mora","MN","55051-1609","Kanabec","","Active","Mustang Munchkins Childcare Center LLC","42 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","12/07/2017","01/01/2026","12/31/2026","   ","",
"1109602","Child Care Center","Mustang Munchkins Childcare Center","800 Union St S","","","Mora","MN","55051-1830","Kanabec","(320) 679-8254","Active","Mustang Munchkins Childcare Center LLC","30 ","Ages Served: School-Age","None","Services: Day Program","Minnesota Department of Human Services","07/01/2021","01/01/2026","12/31/2026","   ","",
"1113202","Child Care Center","My Mini Mandarin","435 Hamline Ave S","","","Saint Paul","MN","55105-2942","Ramsey","(774) 418-0327","Active","My Mini Mandarin LLC","45 ","Ages Served: Infants Toddlers Preschool School-Age","Maximum number of children aged 2.5 years and under is 22 for this facility, per fire.; Maximum number of school age children in the Preschool classroom is 3.","Services: Day Program","Minnesota Department of Human Services","06/12/2023","01/01/2026","12/31/2026","   ","",
"1095076","Child Care Center","My Own Montessori","1118 4th St NW","","","Elk River","MN","55330-2505","Sherburne","(612) 599-2464","Active","My Own Montessori","20 ","Ages Served: Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","08/30/2018","01/01/2026","12/31/2026","   ","",
"801743","Child Care Center","N.E. Child Development Center","1700 2nd St NE","","","Minneapolis","MN","55413     ","Hennepin","","Pending Reopening as of 01/13/2026","East Side Neighborhood Services, Inc.","88 ","Ages Served: Infants Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","02/01/1948","01/01/2026","12/31/2026","   ","",
"1115766","Child Care Center","Nakruma Childcare Center Inc.","651 Arcade St","","","Saint Paul","MN","55106     ","Ramsey","(651) 352-2434","Closed as of 07/30/2026","Nakruma Childcare Center Inc","67 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","06/05/2023","06/08/2026","12/31/2026","   ","",
"1121022","Child Care Center","NANAC DAYCARE LLC","4735 W 123rd St","","","Savage","MN","55378     ","Scott","(952) 707-5900","Active","Nanac Daycare LLC","66 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","08/07/2024","02/25/2026","12/31/2026","   ","",
"1118071","Child Care Center","Naseeb Child Care Inc.","2828 University Ave SE Ste 125","","","Minneapolis","MN","55414-3260","Hennepin","(651) 212-2188","Active","Naseeb Child Care Inc","104","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","05/01/2023","04/08/2026","12/31/2026","   ","",
"809464","Child Care Center","Nativity Child & Family Center","3312 Silver Lake Rd NE","","","Minneapolis","MN","55418-1604","Hennepin","(612) 781-1537","Active","Nativity Child and Family Center","157","Ages Served: Toddlers Preschool School-Age","Maximum number of preschool aged children in the program is 74.","Services: Day Program","Minnesota Department of Human Services","09/01/1995","01/01/2026","12/31/2026","   ","",
"801618","Child Care Center","Nativity Early Learning Center","1900 Wellesley Ave","","","Saint Paul","MN","55105-1617","Ramsey","","Active","The Church of the Nativity of Our Lord","123","Ages Served: Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","08/30/1990","01/01/2026","12/31/2026","   ","",
"1074777","Child Care Center","Nativity of Mary Preschool","9901 Lyndale Ave S","","","Bloomington","MN","55420-2709","Hennepin","(952) 881-8160","Active","The Church of the Nativity of the Blessed Virgin","110","Ages Served: Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","09/07/2016","01/01/2026","12/31/2026","   ","",
"1082829","Child Care Center","Nativity of Our Lord","1900 Stanford Ave","","","Saint Paul","MN","55105-1601","Ramsey","(651) 699-1311","Active","The Church of the Nativity of Our Lord","60 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","05/03/2017","01/01/2026","12/31/2026","   ","",
"800397","Child Care Center","Nature Pathways Early Learning Center","1588 Victoria Rd S","","","Mendota Heights","MN","55118-3658","Dakota","(651) 454-4000","Active","Nature Pathways Consulting, INC","135","Ages Served: Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","06/13/1977","01/01/2026","12/31/2026","   ","",
"1031095","Child Care Center","Neighborhood Children's House","2510 Cleveland St NE","","","Minneapolis","MN","55418-4006","Hennepin","(612) 695-2666","Active","Neighborhood Children's House, LLC","20 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","10/05/2004","01/01/2026","12/31/2026","   ","",
"1116593","Child Care Center","Nest Learning Academy LLC","5821 Tower St Ste C","","","Rockford","MN","55373-8618","Wright","(651) 363-1728","Active","Nest Learning Academy LLC","61 ","Ages Served: Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","05/10/2023","01/01/2026","12/31/2026","   ","",
"2001577","Child Care Center","Nest Nursery LLC","6050 Main St Apt 102 Ste 101","Ste 101 & 102","","Rockford","MN","55373     ","Wright","(425) 231-8817","Active","Nest Nursery L. L. C.","20 ","Ages Served: Infant","None","Services: Day Program","Minnesota Department of Human Services","03/24/2025","01/01/2026","12/31/2026","   ","",
"1112677","Child Care Center","New Creations Child Care & Learning Center","877 Jefferson Ave","","","Saint Paul","MN","55102-2801","Ramsey","","Active","NCCC LLC","93 ","Ages Served: Infants Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","12/15/2022","01/01/2026","12/31/2026","   ","",
"1112678","Child Care Center","New Creations Child Care & Learning Center","10301 Lexington Ave N","","","Circle Pines","MN","55014-1884","Anoka","","Active","NCCC LLC","133","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","12/15/2022","01/01/2026","12/31/2026","   ","",
"1112679","Child Care Center","New Creations Child Care & Learning Center","620 Town Center Pkwy","","","Lino Lakes","MN","55014-1182","Anoka","","Active","NCCC LLC","119","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","12/15/2022","01/01/2026","12/31/2026","   ","",
"1112680","Child Care Center","New Creations Child Care & Learning Center","9827 Maple Grove Pkwy N","","","Maple Grove","MN","55369-4491","Hennepin","(763) 316-7101","Active","NCCC LLC","99 ","Ages Served: Infants Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","12/15/2022","01/01/2026","12/31/2026","   ","",
"1101624","Child Care Center","New Creations Child Care & Learning Center","5448 140th St N","","","Hugo","MN","55038-9498","Washington","","Active","New Creations Child Care and Learning Center, LLC","138","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","12/13/2019","01/01/2026","12/31/2026","   ","",
"1106707","Child Care Center","New Creations Child Care & Learning Center","13560 County Road 5","","","Burnsville","MN","55337-7109","Dakota","(763) 318-6787","Active","New Creations Child Care and Learning Center, LLC","155","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","05/03/2021","01/01/2026","12/31/2026","   ","",
"1063701","Child Care Center","New Creations Child Care & Learning Center","1805 Gateway Dr NW","","","Coon Rapids","MN","55448-4506","Anoka","","Active","New Creations Child Care and Learning Center, LLC","156","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","11/05/2012","01/01/2026","12/31/2026","   ","",
"1060501","Child Care Center","New Creations Child Care & Learning Center","12267 Aberdeen St NE","","","Blaine","MN","55449-4719","Anoka","","Active","New Creations Child Care and Learning Center, LLC","110","Ages Served: Infants Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","08/04/2011","01/01/2026","12/31/2026","   ","",
"1082846","Child Care Center","New Creations Child Care & Learning Center","16547 Marketplace Dr","","","Big Lake","MN","55309-3315","Sherburne","(763) 263-7529","Active","New Creations Child Care and Learning Center, LLC","119","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","11/01/2016","01/01/2026","12/31/2026","   ","",
"1103754","Child Care Center","New Creations Child Care & Learning Center at Brooklyn Park","4500 Oak Grove Pkwy N","","","Brooklyn Park","MN","55443-4063","Hennepin","","Active","New Creations Child Care and Learning Center, LLC","126","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","07/13/2020","01/01/2026","12/31/2026","   ","",
